,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
2855,AAAKV,Essential,?,,Unknown,PS00063,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,11
2856,AAAKV,Essential,?,,Carbohydrate and lipid biosynthesis defects,PS00063,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
2857,AAAKV,Essential,?,,Carbohydrate and lipid biosynthesis defects,PS00063,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
2858,AAAKV,Essential,?,,"Auxotrophies, carbon and",PS00063,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
2859,AAAKV,Essential,?,,Unknown,PS00063,11,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,11
2860,AAAKW,Non-Essential,?,Cytoskeleton,Cell cycle defects,PS00194,3,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,3
2861,AAAKW,Non-Essential,?,Cytoskeleton,Cell cycle defects,PS00194,3,PROTEIN DESTINATION,cytoplasm,3
2862,AAAKX,Non-Essential,Protein Kinases,,Cell morphology and organelle mutants,,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,9
2863,AAAKX,Non-Essential,Protein Kinases,,Conditional phenotypes,,9,METABOLISM,mitochondria,9
2864,AAAKX,Non-Essential,Protein Kinases,,Conditional phenotypes,,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,9
2865,AAAKX,Non-Essential,Protein Kinases,,Conditional phenotypes,,9,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",mitochondria,9
2866,AAAKX,Non-Essential,Protein Kinases,,Cell morphology and organelle mutants,,9,IONIC HOMEOSTASIS,mitochondria,9
2867,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2868,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,IONIC HOMEOSTASIS,cytoskeleton,14
2869,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2870,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2871,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2872,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,14
2873,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2874,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2875,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,METABOLISM,cytoskeleton,14
2876,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2877,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2878,AAAKY,?,Tubulins,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2879,AAAKY,?,Proteases,Transcription complexes/Transcriptosome,Cell cycle defects,PS00022,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,14
2880,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2881,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2882,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2883,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2884,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2885,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2886,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2887,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,PROTEIN SYNTHESIS,cytoplasm,4
2888,AAAKZ,Essential,GTP/GDP-exchange factors (GEFs),,Carbohydrate and lipid biosynthesis defects,PS00293,4,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,4
2889,AAAKa,Non-Essential,Tubulins,Proteasome,?,?,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,11
2890,AAAKa,Non-Essential,Tubulins,Proteasome,?,PS00825,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
2891,AAAKa,Non-Essential,Tubulins,Proteasome,?,?,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,11
2892,AAAKb,Essential,Tubulins,Cytoskeleton,Stress response defects,PS00824,11,TRANSCRIPTION,nucleus,11
2893,AAAKb,Essential,Tubulins,Cytoskeleton,Stress response defects,PS00824,11,ENERGY,nucleus,11
2894,AAAKc,Essential,?,Translation complexes,Conditional phenotypes,PS00044,12,ENERGY,cytoplasm,12
2895,AAAKc,Essential,?,Translation complexes,Conditional phenotypes,PS00044,12,ENERGY,cytoplasm,12
2896,AAAKc,Essential,?,Translation complexes,Conditional phenotypes,PS00044,12,ENERGY,cytoplasm,12
2897,AAAKc,Essential,?,Translation complexes,Conditional phenotypes,PS00044,12,TRANSCRIPTION,cytoplasm,12
2898,AAAKc,Essential,?,Translation complexes,Conditional phenotypes,PS00044,12,ENERGY,cytoplasm,12
2899,AAAKd,Non-Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Carbohydrate and lipid biosynthesis defects,PS00973,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,2
2900,AAAKd,Non-Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Carbohydrate and lipid biosynthesis defects,PS00125,2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,2
2901,AAAKd,Non-Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Carbohydrate and lipid biosynthesis defects,PS00125,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,2
2902,AAAKe,Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00115,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,1
2903,AAAKe,Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00115,1,PROTEIN DESTINATION,cytoskeleton,1
2904,AAAKf,Essential,Tubulins,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,PS00824,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2905,AAAKf,Essential,Tubulins,Transcription complexes/Transcriptosome,Carbohydrate and lipid biosynthesis defects,PS00824,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
2906,AAAKf,Essential,Adaptins,Transcription complexes/Transcriptosome,Stress response defects,PS00824,7,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,7
2907,AAAKf,Essential,Adaptins,Transcription complexes/Transcriptosome,Stress response defects,PS00824,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
2908,AAAKg,Essential,,Translation complexes,Carbohydrate and lipid biosynthesis defects,,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),,11
2909,AAAKg,Essential,,Translation complexes,Mating and sporulation defects,,11,TRANSCRIPTION,,11
2910,AAAKg,Essential,,Translation complexes,Cell morphology and organelle mutants,,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),,11
2911,AAAKg,Essential,,Translation complexes,Cell morphology and organelle mutants,,11,TRANSCRIPTION,,11
2912,AAAKg,Essential,,Translation complexes,Stress response defects,,11,TRANSCRIPTION,,11
2913,AAAKg,Essential,,Translation complexes,Carbohydrate and lipid biosynthesis defects,,11,TRANSCRIPTION,,11
2914,AAAKg,Essential,,Translation complexes,Conditional phenotypes,,11,TRANSCRIPTION,,11
2915,AAAKg,Essential,,Translation complexes,Carbohydrate and lipid biosynthesis defects,,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",,11
2916,AAAKg,Essential,,Translation complexes,Carbohydrate and lipid biosynthesis defects,,11,TRANSCRIPTION,,11
2917,AAAKg,Essential,,Translation complexes,Mating and sporulation defects,,11,TRANSCRIPTION,,11
2918,AAAKh,Essential,GTP/GDP-exchange factors (GEFs),,Conditional phenotypes,PS00824,3,TRANSPORT FACILITATION,nucleus,3
2919,AAAKh,Non-Essential,GTP/GDP-exchange factors (GEFs),,Conditional phenotypes,PS00824,3,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,3
2920,AAAKi,?,Molecular chaperones,Chaperonine containing T-complex TRiC (TCP RING Complex),Carbohydrate and lipid biosynthesis defects,PS00824,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,8
2921,AAAKi,?,Molecular chaperones,Chaperonine containing T-complex TRiC (TCP RING Complex),Carbohydrate and lipid biosynthesis defects,PS00824,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,8
2922,AAAKi,?,Molecular chaperones,cAMP-dependent protein kinase,Carbohydrate and lipid biosynthesis defects,PS00824,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,8
2923,AAAKj,Non-Essential,Nucleases,Serine/threonine phoshpoprotein phosphatase,Cell cycle defects,PS00017,16,PROTEIN SYNTHESIS,mitochondria,16
2924,AAAKj,Non-Essential,Nucleases,Serine/threonine phoshpoprotein phosphatase,Cell cycle defects,PS00741,16,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,16
2925,AAAKk,?,Histones,Respiration chain complexes,Conditional phenotypes,PS00411,14,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,14
2926,AAAKk,?,Histones,Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2927,AAAKk,?,Major facilitator superfamily proteins (MFS),Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,PROTEIN SYNTHESIS,nucleus,14
2928,AAAKk,?,Histones,Respiration chain complexes,Cell cycle defects,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2929,AAAKk,?,Histones,Respiration chain complexes,Conditional phenotypes,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2930,AAAKk,?,Histones,Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2931,AAAKk,?,Major facilitator superfamily proteins (MFS),Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2932,AAAKk,?,Histones,Respiration chain complexes,Cell cycle defects,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2933,AAAKk,?,Major facilitator superfamily proteins (MFS),Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2934,AAAKk,?,Histones,Respiration chain complexes,Cell morphology and organelle mutants,PS00411,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2935,AAAKl,Non-Essential,Major facilitator superfamily proteins (MFS),Nucleosomal protein complex,Mating and sporulation defects,PS00046,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,1
2936,AAAKl,Non-Essential,Major facilitator superfamily proteins (MFS),Nucleosomal protein complex,Mating and sporulation defects,PS00014,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,1
2937,AAAKl,Non-Essential,Major facilitator superfamily proteins (MFS),Nucleosomal protein complex,Cell cycle defects,PS00046,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,1
2938,AAAKl,Non-Essential,Major facilitator superfamily proteins (MFS),Nucleosomal protein complex,Mating and sporulation defects,PS00014,1,PROTEIN SYNTHESIS,vacuole,1
2939,AAAKm,Essential,?,?,Sensitivity to antibiotics,PS00753,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,6
2940,AAAKm,Essential,?,?,Unknown,PS00388,6,ENERGY,nucleus,6
2941,AAAKm,Essential,?,?,Sensitivity to aminoacid analogs and other drugs,PS00753,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,6
2942,AAAKm,Essential,?,?,Unknown,PS00388,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
2943,AAAKm,Essential,?,?,"Auxotrophies, carbon and",PS00388,6,IONIC HOMEOSTASIS,nucleus,6
2944,AAAKn,Essential,Protein Kinases,?,?,PS00842,10,METABOLISM,ER,10
2945,AAAKn,Essential,Protein Kinases,?,?,PS00842,10,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,vacuole,10
2946,AAAKn,Essential,Protein Kinases,?,?,PS00842,10,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,10
2947,AAAKn,Essential,Protein Kinases,?,?,PS00842,10,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,10
2948,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00959,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2949,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00959,14,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,14
2950,AAAKo,Essential,?,RNA processing complexes,Cell cycle defects,PS00107,14,IONIC HOMEOSTASIS,nucleus,14
2951,AAAKo,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,PS00107,14,IONIC HOMEOSTASIS,nucleus,14
2952,AAAKo,Essential,?,RNA processing complexes,Cell cycle defects,PS00463,14,PROTEIN DESTINATION,nucleus,14
2953,AAAKo,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,PS00463,14,IONIC HOMEOSTASIS,nucleus,14
2954,AAAKo,Essential,?,RNA processing complexes,Cell cycle defects,PS00463,14,METABOLISM,nucleus,14
2955,AAAKo,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,PS00463,14,ENERGY,nucleus,14
2956,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00152,14,PROTEIN SYNTHESIS,nucleus,14
2957,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00959,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2958,AAAKo,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,PS00463,14,IONIC HOMEOSTASIS,nucleus,14
2959,AAAKo,Essential,?,RNA processing complexes,Cell cycle defects,PS00322,14,IONIC HOMEOSTASIS,nucleus,14
2960,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00959,14,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,14
2961,AAAKo,Essential,?,RNA processing complexes,Cell morphology and organelle mutants,PS00463,14,IONIC HOMEOSTASIS,cytoskeleton,14
2962,AAAKo,Essential,?,RNA processing complexes,Mating and sporulation defects,PS00959,14,METABOLISM,nucleus,14
2963,AAAKp,Essential,GTP/GDP-exchange factors (GEFs),,?,,14,ENERGY,,14
2964,AAAKp,Essential,GTP/GDP-exchange factors (GEFs),,?,,14,ENERGY,,14
2965,AAAKp,Essential,GTP/GDP-exchange factors (GEFs),,?,,14,ENERGY,,14
2966,AAAKp,Essential,GTP/GDP-exchange factors (GEFs),,?,,14,ENERGY,,14
2967,AAAKp,Essential,GTP/GDP-exchange factors (GEFs),,?,,14,ENERGY,,14
2968,AAAKq,Essential,Adaptins,?,Conditional phenotypes,PS00225,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",transport vesicles,6
2969,AAAKq,Essential,Adaptins,?,Conditional phenotypes,PS00350,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),transport vesicles,6
2970,AAAKq,Essential,Adaptins,?,Conditional phenotypes,PS00674,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),transport vesicles,6
2971,AAAKq,Essential,Adaptins,?,Cell morphology and organelle mutants,PS00674,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",transport vesicles,6
2972,AAAKq,Essential,Adaptins,?,Cell morphology and organelle mutants,PS00674,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,transport vesicles,6
2973,AAAKr,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Carbohydrate and lipid biosynthesis defects,PS00824,12,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",ER,12
2974,AAAKr,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,Carbohydrate and lipid biosynthesis defects,PS00824,12,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,ER,12
2975,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00685,2,PROTEIN SYNTHESIS,plasma membrane,2
2976,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00685,2,PROTEIN SYNTHESIS,plasma membrane,2
2977,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00685,2,PROTEIN SYNTHESIS,plasma membrane,2
2978,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00685,2,PROTEIN SYNTHESIS,plasma membrane,2
2979,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell cycle defects,PS00685,2,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,2
2980,AAAKs,Essential,GTP/GDP-exchange factors (GEFs),Translation complexes,Cell morphology and organelle mutants,PS00685,2,PROTEIN SYNTHESIS,plasma membrane,2
2981,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00479,0,PROTEIN DESTINATION,cytoplasm,0
2982,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00479,0,PROTEIN SYNTHESIS,cytoplasm,0
2983,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00479,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
2984,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00479,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
2985,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00038,0,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,0
2986,AAAKt,Essential,Other kinases,?,Conditional phenotypes,PS00322,0,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,0
